job_roles,title,clean_desc
Real Estate Sales Agent,Entry-Level Real Estate Sales Agent,Sales Experience years older Good communication skills You responsible learning lead generation prospecting converting pre qualified leads new clients following existing customers ensure buy next home us Attend training items Benefits Closed Sales Volume items More job highlightsKeller Williams Princeton Entry Level Real Estate Sales Agent We looking newly licensed real estate agent join learn top performing luxury team You responsible learning lead generation prospecting converting pre qualified leads new clients following existing customers ensure buy next home us Job seekers driven sales professionals thrive success If want job flexibility upside commissions love working people apply If real estate license able earn income help get licensing process started asap Responsibilities Lead generation Attend training Conduct lead follow appointments set either listing buyer agent Maintain relationships homebuyers phone calls email etc make sure remember business ready buy home Evaluate team progress toward company goals producing monthly quarterly sales reports Manage sales inquiries qualified leads convert new clients Use CRM compile current information customers ensuring agents date accurate data Qualifications Sales Experience years older Good communication skills Compensation About Keller Williams Princeton Keller Williams Princeton New Jersey collaborative office We real estate company choice Sales Associates Real Estate Owners Over years professional service real estate industry daily training unique coaching model take pride stating Agents accomplished following years closed units Closed Sales Volume Listings Sold Listings Sold Volume GCI Profit Share Whether interested joining one top producing teams looking create brand It would honor partner
Real Estate Advisor,Global Real Estate Advisor - Work At Home,Financial analytical skills insight Keen insights outsourced Facilities management model items Leads regular check ins project leads inform synthesized stakeholder communications The role must meet business objectives high profile rapidly evolving sometimes ambiguous competitive environment The role responsible developing managing relationships Cigna Real Estate service internal external stakeholders items More job highlightsGlobal Real Estate Asset Management Performance Delivery Advisor The Global Real Estate Performance Delivery Advisor crucial part Asset Management organization Cigna domestic Real Estate portfolio Duties include strategic input development standardization requirements metrics analytics scenario planning change management risk mitigation negotiations critical infrastructure reliability The role partners business leaders levels including senior leaders ELT along enterprise suppliers The role engage influence various Asset Management projects across enterprise Leads regular check ins project leads inform synthesized stakeholder communications The role must meet business objectives high profile rapidly evolving sometimes ambiguous competitive environment Role Responsibilities The role responsible developing managing relationships Cigna Real Estate service internal external stakeholders These activities likely mix routine non routine initiatives impact across organization The key expectations responsibilities role following Develops implements performance financial metrics communicate meaningful story around results Develops Total Cost Ownership models Partners multiple project leads leads project communication shared various levels Cigna leadership Drive real time recommendations suggestions project leads participants Participates execution special projects Develops identifies structures rigorous repeatable processes activities drive efficiency service cost morale etc Supports alignment processes across Asset Management Global Real Estate verticals Converts Facilities management language requirements business language requirements vice versa connect strategic tactical business functions Builds maintains relationships suppliers Global Real Estate business units key internal stakeholders Reports performance objectives Leads change management efforts Develops implements vehicle sharing ideas Facilities management team efficiency value improvement efforts Makes decisions takes action solve problem team unit organization utilizing data provide meaningful actionable reporting Ability work well dynamic rapidly changing environment Articulates strategies potential solution effectively key executives staff levels Driven meeting exceeding business financial milestones Ability provide fact based advice decision makers oversee development market industry analysis Ability excel ambiguous environment Analyzes overall business requirements processes improve performance overall value Develops timelines organizes team implement Facilities management strategies initiatives Recommends operating practice process changes Monitors reports progress performance objectives Delivers effective persuasive presentations complex topics employees management public Key Competencies Attributes years Facilities large real estate portfolio Intermediate advanced Excel skills AutoCad skills preferred Excellent written oral communication skills ability interact credibly persuasively senior members Cigna management Excellent project management skills ability plan manage large complex projects Financial analytical skills insight Keen insights outsourced Facilities management model Structured problem solving decision making skills Excellent sourcing strategy negotiation skills Highly collaborative problem solving approach High level emotional intelligence interpersonal acumen This role WAH Flex allows work performed home Employees must fully vaccinated choose come onsite Remote Work Home United States This position eligible performed Colorado About Cigna Cigna Corporation exists improve lives We global health service company dedicated improving health well peace mind serve Together colleagues around world aspire transform health services making affordable accessible millions Through unmatched expertise bold action fresh ideas unwavering commitment patient centered care force health services innovation When work us one subsidiaries enjoy meaningful career experiences enrich people lives What difference make Qualified applicants considered without regard race color age disability sex childbirth including pregnancy related medical conditions including limited lactation sexual orientation gender identity expression veteran military status religion national origin ancestry marital familial status genetic information status regard public assistance citizenship status characteristic protected applicable equal employment opportunity laws If require reasonable accommodation completing online application process please email SeeYourself com support Do email SeeYourself com update application provide resume receive response
Real Estate manager,Real Estate & Facilities Special Project Manager,Motivated inventive always finds way forward eternal optimist committed drive contributing making difference Strong eye business ability comfortably dive area business develop deep understanding business needs identify gaps help craft execution plans Comfortable working presenting facilitating decisions among senior executives management based evolving priorities Able ask right questions challenge status quo items Implement standard methodologies operating procedures e g auditing planning program project management help drive adoption throughout organization Develop strong collaborative relationships trusted advisor key partner teams e g facilities project management real estate space planning environmental health safety development services global site services ensure successful execution communication initiatives Support leadership special data analysis presentation materials similar tasks needed More job highlightsSummary Posted Nov Weekly Hours Role Number In RE D sit back let things happen make things happen service Apple employees customers Our team diverse forward thinking group manages Apple workplaces workplace services We develop run Apple global real estate portfolio lead related capital construction projects provide outstanding facilities site services develop lead sustainability initiatives reduce environmental impact Apple facilities including commute renewable energy programs everything ensure health safety Apple personnel facilities customers facilities around world We seeking experienced collaborative highly motivated project manager join team The Special Project Manager responsible managing planning execution strategically significant cross functional special initiatives Real Estate Facilities team worldwide We looking influencer organizer thrives environment complexity passionate making things better amazing connecting strategy execution Are someone high energy congenial loves collaboration always reaching something better Do want lead change best work life Key Qualifications Key Qualifications Extraordinary influencer great connecting dots organization strategy program project levels Motivated inventive always finds way forward eternal optimist committed drive contributing making difference Strong eye business ability comfortably dive area business develop deep understanding business needs identify gaps help craft execution plans Comfortable working presenting facilitating decisions among senior executives management based evolving priorities Able ask right questions challenge status quo Ability mobilize encourage influence teams without direct authority Able interface influence teams comprise internal cross functional partners external partners service providers Able engage also Expert knowledge program project management Knows tools data e g data management metric analysis strategic frameworks change management dependency management risk management amazing communication use use time build new ones Skilled driving corporate compliance tasks process efficiency improvements consistent interconnected services customer experience across globe years demonstrated ability project program management role customer centric fast pace corporate service oriented environment Description Description You help manage drive planning execution sophisticated strategically significant cross functional initiatives across multiple corporate Real Estate Facilities teams You understand Real Estate Facilities strategies engage conceptualization planning initiatives craft execution Other duties include Mobilize coordinate cross functional teams execution launch implementation key initiatives Help drive maintain senior leadership engagement alignment facilitating supporting key decisions Implement standard methodologies operating procedures e g auditing planning program project management help drive adoption throughout organization Develop strong collaborative relationships trusted advisor key partner teams e g facilities project management real estate space planning environmental health safety development services global site services ensure successful execution communication initiatives Support leadership special data analysis presentation materials similar tasks needed Education Experience Education Experience MBA plus PMP relevant certification plus Additional Requirements Additional Requirements
Real Estate Advisor,Commercial Real Estate Consultant,Well developed presentation abilities demonstrated interest publishing research notes CRE audience Minimum two three years direct CRE experience Familiarity econometric analysis along ability draw relevant actionable conclusions large data sets items Direct client management interaction Conduct independent creative research applied understanding drivers commercial real estate markets Provide actionable CRE advice creative solutions deliverables meaningfully impact client business items More job highlightsJob Description CoStar Advisory Services bespoke consulting arm CoStar Group CSGP provides unparalleled expertise objective thinking analyzing commercial real estate CRE markets Located Boston MA CoStar Advisory Services team set industry standard decades offering independent research unique set analytic solutions actionable insights strategic advice investors hundreds global markets North America Europe The firm provides consulting Who Who CRE market participants including real estate investment advisors pension funds REITs commercial banks sovereign wealth funds developers insurance companies CoStar Advisory Services currently looking Consultant join growing team Consultants play important role client management thought leadership project coordination individual clients wide range special projects across firm Most importantly person define create end end CRE consulting solutions meet client needs including actionable investment strategies Consultants CoStar Advisory Services team players problems along solutions meaningfully participate across firm achieve business objectives clients Qualifications Demonstrated thought leadership producing actionable recommendations areas commercial real estate portfolio management asset management investor relations market selection risk management Excellent project management skills proven ability participate ad hoc team colleagues creative problem solving custom client deliverables Demonstrated client management skills Well developed presentation abilities demonstrated interest publishing research notes CRE audience Minimum two three years direct CRE experience Graduate degree CFA CIAA designation considered plus Familiarity econometric analysis along ability draw relevant actionable conclusions large data sets Experience SQL demonstrated usage key business intelligence applications eg Excel PowerPoint Experience data analytics visualization applications Microsoft Power BI Tableau proficiency Python R Studio STATA plus Ability succeed fast moving intellectually challenging professional environment Job Responsibilities Direct client management interaction Conduct independent creative research applied understanding drivers commercial real estate markets Provide actionable CRE advice creative solutions deliverables meaningfully impact client business Skillfully analyze data CoStar real estate databases Interact consultants across CoStar Advisory Services keep abreast recent expected market factors well assist providing substantive responses client inquiries Participate client presentations Publish articles research notes whitepapers state CRE marketplace along factors influencing outlook Support firm wide initiatives direction senior management Travel expected CoStar Group Equal Employment Opportunity Employer maintain drug free workplace perform pre employment substance abuse testing
Real Estate Sales Agent,Licensed Real Estate Sales Agent,To earn real estate license need complete real estate classes online person offered accredited learning institution pass state licensing exam items Benefits Compensation Real Estate Agents commission based This means inventory move income generate items More job highlightsThe Licensed Real Estate Sales Agent position well suited personable customer service oriented individual You responsible walking various clients one substantial transactions ever make This career multi faceted offers agent opportunity act sales professional marketing expert customer service manager contract negotiator client advocate Every day real estate new exciting different previous day Licensed Real Estate Sales Agent must extremely flexible thrive rapidly changing environment To fulfill role Real Estate Sales Agent need self driven perform well pressure This role also affords significant flexibility need able work independently stay task order meet clients needs Real Estate Agents need loyal client roster order effective strong customer service essential If possess traits real estate license want speak Compensation Real Estate Agents commission based This means inventory move income generate The real estate industry ever evolving Now great time get involved Many agents earn year established business Regulatory Notice While real estate license required apply must obtain real estate license officially hired To earn real estate license need complete real estate classes online person offered accredited learning institution pass state licensing exam To learn real estate licensing process apply recruiting team provide additional details Job Responsibilities As Licensed Real Estate Sales Agent Work closely clients identify properties meet criteria Cultivate rapport potential buyers assist home buying needs Create distribute marketing materials advertise real estate sales services community Market real estate agent services local community Advocate clients sales negotiations Communicate timely manner clients active real estate sales process follow reach Follow clients transaction Network pursue referrals nurture roster clients As broker Coach licensing process becoming real estate agent Equip training support best practices within local real estate market Provide flexibility plan schedule healthy work life balance Offer competitive commission rate About Berkshire Hathaway HomeServices Fox Roach Berkshire Hathaway HomeServices Fox Roach REALTORS part HomeServices America nation largest provider total home services largest residential brokerage company United States The company market dominance three times market share nearest competitor With Sales Associates sales offices across Tri State area PA NJ DE recently recently acknowledged throughout entire Berkshire Hathaway HomeServices Network fifth year row We also run company sponsored charitable foundation Fox Roach Trident Charities addresses needs children families stressful life circumstances contributed million local organizations since inception Working Here Berkshire Hathaway HomeServices Fox Roach dominant market leader training top notch real estate agents We guide steps needed get license Taught instructor also full time agent offer special classes new licensees meet weekly offices throughout region Our agents also devoted members community culture reflects value place family friends neighborhoods Our Equal Opportunity Promise We committed fair hiring practices operate equal opportunity employer We discriminate basis race sexual orientation age marital status religion nation origin We pride exceptional leaders members community committed treating potential employees level care respect Industry Real Estate Lic Associated topics agent broker house housing listing resident residential residential real estate residential leasing agent residential property leasing agent
Real Estate Sales Agent,Bi-Lingual Real Estate Agent,The transactions facilitate compensation earn After years disciplined work uncommon Real Estate Agent earning item More job highlightsJob Description A Bi Lingual Real Estate Agent assists clients sale purchase property Real Estate sales purchasing intimidating process clients looking expertise get home ready sell good price find best home meet needs This position requires ambitious communicative creative real estate agents stellar customer service skills As Real Estate Agent income tied directly performance commissions The transactions facilitate compensation earn After years disciplined work uncommon Real Estate Agent earning The work put establishing client base money earn Regulatory Notice While real estate license required apply must obtain real estate license officially hired To earn real estate license need complete real estate classes online person offered accredited learning institution pass state licensing exam To learn real estate licensing process apply recruiting team provide additional details Job Responsibilities Help clients get home ready sale give advice make show ready marketable Be familiar local real estate market stay updated recent property sales Advertise real estate services local community Guide clients process reaching mutual acceptance drafting home sales purchasing contracts Show homes clients tours open houses About Randall Realtors Compass Randall Realtors consistent leader marketing Southern New England properties years Through extensive marketing network offer tremendous exposure property listings continue deliver successful sales representation clients Since Randall Realtors founded worked diligently provide clients highest level service available anywhere real estate industry As result staff earned reputation one best New England importantly people come know us honesty integrity Working Here Being professional real estate agent personally financially rewarding Success industry however often related directly tools resources training support company provides sales team Randall Realtors agents many reasons successful like working Our proprietary resource platform combines custom built programs best industry leading tools resources available Our technology suite also encompasses training professional development brand agent promotion prominent online presence expansive marketing resources Our Equal Opportunity Promise We committed fair hiring practices operate equal opportunity employer We discriminate basis race sexual orientation age marital status religion nation origin We pride exceptional leaders members community committed treating potential employees level care respect Industry Real Estate
Real Estate manager,Real Estate Project Manager,Must experience trades managing knowing needs done long Construction Project Management years Required Real Estate Construction management experience Passion real estate items This requires ability build lead manage multiple project teams create project plans define project scope establish budgets items Benefits yearly More job highlightsRaven Home Buyers In role Project Manager oversee multiple projects planning design construction The Project Manager expected act primary point authority accountability project assigned may supervise work Project Managers Assistant Project Managers This requires ability build lead manage multiple project teams create project plans define project scope establish budgets You required work contractors subcontractors electricians handymen plumbers masons landscaping Must knowledge put together scope works Must experience trades managing knowing needs done long Raven Home Buyers buys properties Westchester County Orange County Putnam county We buy single family homes condos townhouses apartment complexes We looking someone great amount experience construction project management There much opportunity grow position Responsibilities Primary responsibility management construction development projects Primary financial responsibility project Perform various pre construction activities including design review budgeting generating subcontractor vendor interest Coordinate oversee project design team consultants Assist permitting approvals process Working budgets finance team Work hand hand CEO President Prepare update project schedules Obtain analyze subcontractor bids Negotiate subcontractors regard price scope schedule etc Prepare subcontracts final scopes work Negotiate subcontractor owner change orders necessary Coordinate run project meetings prepare meeting minutes Oversee punch list project close process Qualifications Construction Project Management years Required Real Estate Construction management experience Passion real estate Scope work creation Trades experience Leader oriented Optimistic Organized diligent persistent Solution oriented Compensation yearly About Raven Home Buyers Raven Home Buyers local Real Estate investment company deals residential commercial investments Westchester County Putnam County Orange County Rockland County Dutchess County
Real Estate Valuation Analyst,Real Estate Valuation Analyst,Working knowledge Excel v lookups pivot tables Exposure business writing Can complete end end appraisal review items You also learn set manage client workflow process quarterly ValueInsight setup invoicing appraiser client call setup engagement letter organization additional data requests appraisers clients Finally learn analyze Income Expense statement research sale lease comparables apply adjustments subject property read leases understand tenant recovery structures build cash flows Appraisal Management Learn handle administrative tasks drive Altus client process ultimately relationships quarterly ValueInsight Setup appraiser client call scheduling quarterly invoicing engagement letter organization clients third party appraisers Learn prepare market analysis subject property includes gathering analyzing data subject market submarket determining market rent based recent leases comparable properties subject recent leasing items More job highlightsJob Category Opportunity Awaits Altus Group Job Description Altus Group currently looking new Real Estate Valuation Analyst join Seattle office In position gain knowledge experience business appraisal appraisal review appraisal management property types This exciting opportunity learn basic sub property type attributes location market trends impact rent expenses You also learn set manage client workflow process quarterly ValueInsight setup invoicing appraiser client call setup engagement letter organization additional data requests appraisers clients Finally learn analyze Income Expense statement research sale lease comparables apply adjustments subject property read leases understand tenant recovery structures build cash flows Key Responsibilities Appraisal Management Learn handle administrative tasks drive Altus client process ultimately relationships quarterly ValueInsight Setup appraiser client call scheduling quarterly invoicing engagement letter organization clients third party appraisers Analysts learn process Altus Learn prepare market analysis subject property includes gathering analyzing data subject market submarket determining market rent based recent leases comparable properties subject recent leasing Analysts learn apply judgement gain knowledge data gathering learn determine reasonable valuation assumptions market rent market rent growth This analysis one key components subject valuation analysis Appraisal Learn prepare cash flow models using ARGUS DCF DYNA AE Analysts use factual data provided Clients rent rolls operating statements tenant sales various financial information subject property learn preparation cash flow models Learn prepare Sales Comparison Cost approaches appraisal report includes researching recent sale transactions completing replacement cost estimate using Marshall Swift data Appraisal Review Learn review third party appraisal reports part valuation management process includes reviewing ARGUS Enterprise cash flow model factual market assumptions reviewing appraisal reports comparing valuation metrics benchmark data Learn use best judgement knowledge determine reasonableness valuation ensure appraisal reports compliance USPAP State regulations Training Professional Development Complete On Boarding Training outlined Professional Development Flight Plan Core Competency Training Trainee Courses Business Practices Ethics USPAP Basic Appraisal Principles Procedures become ARGUS Certified build awareness Due Diligence client acquisitions Position Requirements University college degree Real Estate Finance related field minimum GPA Internship experience within CRE industry asset ARGUS certified asset Working knowledge Excel v lookups pivot tables Exposure business writing Can complete end end appraisal review Ability proactively communicate e behind deliverables seeking assistance Experience working independently within team environment setting professional academic setting Come realize potential Altus Group We Equal Opportunity Employer discriminate employee applicant employment race color sex age national origin religion sexual orientation gender identity status veteran basis disability federal state local protected class Applicants disabilities may contact Altus Group request arrange accommodations If need assistance accommodate disability may request accommodation time Please contact us accessibilityusa com
Real Estate Sales Agent,Real Estate Inside Sales Agent,Enthusiastic individual excellent people skills Ability adjust build rapport variety personalities Excellent phone skills ability relate people item Benefits Commission based More job highlightsWe seeking motivated Inside Sales Agent work growing South Jersey Real Estate Team As Inside Sales Agent speaking variety individuals assist start home buying process You use exceptional phone skills relationship building ability set appointments best real estate agents business This individual take ownership leads actively convert appointments real estate sales team They record productivity sales metrics track results regular accountability meetings Team Leader This person drive tenacity achieve exceed productivity appointment setting revenue targets responding efficiently sales leads This person also organizational time management skills necessary handle constant flow leads coming subsequent documentation assignment follow leads We systems processes place make successful Compensation Commission based Responsibilities Manage process inbound sales inquiries convert leads appointments Qualify leads accurately convey motivation financial specifics real estate agents Build pipeline future clients relationships Maintain database clients future follow work team nurture relationships Work team members past client outreach development Qualifications Innate sales talent Ability create instant rapport relationships people via phone Wants weekly salary unlimited earning potential Enthusiastic individual excellent people skills Ability adjust build rapport variety personalities Excellent phone skills ability relate people Team player thrives working within positive culture team activities directly affect team success About Company Holloway Real Estate Group Compass RE dynamic fast growing team Marlton NJ With gross sales last year need expand We consistently top producing office incorporated innovative approaches prospecting marketing lead follow technology
Real Estate Sales Agent,Real Estate Agent,High school diploma GED Have willing obtain real estate salesperson license Strong interpersonal skills including comfortable talking new people Good customer services skills Good oral written communications skills items Ability make prospecting calls work open houses follow company generated leads More job highlightsReal Estate Agent Clinton New Jersey United States Description Weichert Realtors hiring select number professional real estate agents sales office We looking people willing obtain real estate sales license recently completed pre license requirements There also openings experienced real estate salespersons broker salespersons Candidates must interested building strong scalable real estate business top earners industry using Weichert lead generation strategies Weichert one largest independently owned real estate companies country We partnership real estate agents co branding laser focused one common goal provide customer best sales experience possible best agents industry using advanced myWeichert leading edge technology web platform marketing expertise extensive support award winning training Many agents teams even brokers become dependent singular source new customers Weichert empowers real estate agents easily diversify sources new business The ideal candidates take advantage best worlds approach supporting real estate agents combining innovative tools high touch coaching based real world experience Weichert delivers unparalleled integrated real estate mortgage insurance title settlement home protection moving services All Under One RoofSM Job Requirements Weichert invests real estate agents called Weichert Sales Associates business As work hard help agents either improve current sales path launch real estate sales career professionally successfully know ideal candidate looking meet following requirements High school diploma GED Have willing obtain real estate salesperson license Strong interpersonal skills including comfortable talking new people Good customer services skills Good oral written communications skills Ability multitask fast paced environment Strong attention detail Desire work part cohesive team office environment high degree self discipline independence entrepreneurial mindset Flexibility meeting customers based convenience Proficient social media networking tools LinkedIn Facebook Willing learn latest technology using myWeichert CRM website marketing platform Desire take advantage free training earn targeted income via commissions Ability make prospecting calls work open houses follow company generated leads Ability learn scripts presentations use given company marketing materials build business Join Our Team If interested considered one openings complete form receive quick online questionnaire help determine best next steps These positions commission based opportunities propel sales career industry All qualified applicants receive consideration employment without regard race color religion sex national origin disability protected veteran status Your information kept strictly confidential By applying job authorizing Weichert affiliated employees email text
Apartment Rental Agent,Leasing Consultant,Well developed interpersonal written verbal communication skills Excellent organizational skills ability prioritize work effectively multiple tasks fast paced demanding environment Be dependable reliable follow commitments producing timely work required higher standard Be attentive detail monitoring adherence company standards policies items items Benefits Pay Benefits hour monthly renewal bonus occupancy bonus leasing commissions benefits sign bonus items More job highlightsApartment Leasing Consultant Location Bensalem PA Type Full Time Minimum Experience Two years sales customer service experience High School Diploma GED We hiring leasing consultant Village Square Apartments Bensalem PA Pay Benefits hour monthly renewal bonus occupancy bonus leasing commissions benefits sign bonus On st month following days employment eligible Medical Insurance Dental Insurance Vision Insurance Flexible Spending Accounts Medical Expenses Dependent Care Short Term Disability Income Insurance cost Long Term Disability Income Insurance cost Life Insurance cost K plan match Tuition reimbursement rent discount Berger community eligible st day employment employee referral rewards PTO days per year volunteer time day per year Paid holidays floating holidays Role Responsibilities As Leasing Consultant responsibilities include Act first point contact residents prospective residents calling visiting community Identify needs prospective residents assist finding perfect new apartment home Manage prospective leads follow timely manner lead management system Offer virtual self guided person video tours make ready apartment homes Process applications accordance company policy procedure Fair Housing guidelines Prepare lease paperwork manage resident move In process Prepare community daily showings ensuring clean tour path Opening closing sparkling model show units Assist Community Manager gathering market survey information Assist Community Manager Community Social Media strategy Build resident relations assist planning executing resident events Plan execute marketing outreach activities Comply state federal local laws relating Fair Housing About You You might great fit role Well developed interpersonal written verbal communication skills Excellent organizational skills ability prioritize work effectively multiple tasks fast paced demanding environment Be dependable reliable follow commitments producing timely work required higher standard Be attentive detail monitoring adherence company standards policies Positive attitude professionalism high level enthusiasm Proficiency Microsoft Office general computer skills Experience property management software Knowledge Fair Housing laws Passion continuous learning Who We Are Berger Rental Communities embraces drives quality living environment residents desirable place employment team members Our dedication service caring results consistently positions us top place work multifamily across nation Rated three years row one top ten places work multi family nation Best Companies Group Ranked nation Customer Service SatisFacts ApartmentRatings com Powered JazzHR watgJY GK
Real Estate Advisor,Real Estate Sales Consultant,Positive Attitude High Energy Belief Reputation Integrity Are Everything Minimum Year Experience Willingness To Travel To Southern Johnson County RE Office Current Real Estate Licenses State item More job highlightsTop Individual Agent Looking add Energetic Team Member ASAP Must Have Great Work Ethic Positive Attitude High Energy Belief Reputation Integrity Are Everything KS Real Estate License Good Standing Minimum Year Experience No Less Than Deals Closed At Least Million In Closed Sales In The Last Yrs Nice To Have MO Real Estate License In Good Standing Willingness To Travel To Southern Johnson County RE Office What We Provide For You Top Notch Training Solid Leads Transaction Coordinator Office Space Interested Email following peter com Work History Resume along Cover Letter Includes YOUR GOAL FOR PRODUCTION IN Why You Would Be Great Addition Current Real Estate Licenses State Years In Real Estate Total Career Transactions Total Transactions In Looking Jan start
Real Estate Valuation Analyst,"Real Estate Valuation Analyst - Hybrid Schedule-Salt Lake City, UT",Ability multi task meet deadlines Ability use word processing spreadsheet internet based applications ability work independently years real estate valuations appraisals directly related experience item Analyzes assures accurate assessment real estate values Ensures appropriate approach value completed Responsible obtaining property information relating lot size building size building occupancy condition etc items More job highlightsDid know Zions Bancorporation one nation premier financial services companies total assets exceeding billion With local management teams helm western states Zions dedicated making difference local communities At Zions forgotten keeps us business meaning committed success customers employees Here possibilities endless come job stay career We accepting applications Real Estate Valuation Analyst join team This position eligible work home flexible work schedule subject periodic review Responsible components residential evaluations including procurement analysis development review reporting Perform appraisal evaluations reviews compliance bank policies federal regulations USPAP standards applicable Analyzes assures accurate assessment real estate values Ensures appropriate approach value completed Responsible obtaining property information relating lot size building size building occupancy condition etc Analyze use information basis concluding market value estimate Assists interpreting implementing current regulations Basic knowledge residential real estate valuations Must good organizational customer service communication skills verbal written Good problem resolution analytical auditing skills Ability multi task meet deadlines Ability use word processing spreadsheet internet based applications ability work independently Requires years real estate valuations appraisals directly related experience A combination related education experience may meet job requirements
Real Estate Advisor,Financial Advisor (Real Estate Sales preferred),Moodys Investors Service AAA Imagine much grander scale Fortune company also offer full benefits pension well proven system lead generation Exceptional Income Potential Leadership Opportunities Sponsorship Licensing Credentialing Development Stipends Expense Allowance items More job highlightsDESCRIPTION Financial Advisor Wealth Management Advisor Career Description Youre used looking leads dealing potential clients Imagine much grander scale Fortune company also offer full benefits pension well proven system lead generation If youre well arent making enough youre exactly looking Desired Skills Experience year College Degree Real estate experience years minimum Candidate must accomplished communicator strong verbal written skills It also plus strong interpersonal management skills self starter motivated become executive personal success professional success Additionally Northwestern Mutual committed offering Financial Advisors Wealth Management Advisors comprehensive compensation benefits program includes Exceptional Income Potential Leadership Opportunities Sponsorship Licensing Credentialing Development Stipends Expense Allowance Comprehensive Medical Coverage Retirement Package Pension Plan Group Life Disability Income Insurance Devotion policy owners led Northwestern Mutual nearly years industry success Some accolades include Fortune World Most Admired Company Industry Fortune Top Companies Training Development Top Independent Broker Dealer Financial Planning Magazine Top Companies Launch Career Business Week Named one Best Places Launch Career BusinessWeek magazine Top independent broker dealers Northwestern Mutual always received highest possible financial strength ratings four major ratings agencies A M Best A Fitch Ratings AAA Standard Poors AA Moodys Investors Service AAA S P Global AA LOCATION rd Ave New York NY USA
Real Estate Valuation Analyst,"Analyst I, Valuation/Advisory",Advanced analytical writing skills Self starter independent The successful candidate successfully complete assignments connection commercial real estate valuation consulting assignments may include estimation cash flow discounted cash flow models analyses comparable sales cost analyses Analyzing market data comparable transactions Estimating rent values highest best use Performing lease abstracts Conducting market surveysAbout JLL We JLL leading professional services investment management firm specializing real estate We operations countries workforce individuals around world help real estate owners occupiers investors achieve business ambitions As global Fortune company also inherent responsibility drive sustainability corporate social responsibility That committed purpose shape future real estate better world We using advanced technology create rewarding opportunities amazing spaces sustainable real estate solutions clients people communities Our core values teamwork ethics excellence also fundamental everything honored recognized awards success organizations globally locally Creating diverse inclusive culture feel welcomed valued empowered achieve full potential important today headed future And know unique backgrounds experiences perspectives help us think bigger spark innovation succeed together If job description resonates encourage apply even meet requirements We interested getting know bring table We currently seeking Analyst Appraiser join Seniors Housing Healthcare Valuation Advisory Specialty Practice team Northeast Boston New York preferred Our Valuation Advisory Services platform part global network comprised experienced licensed qualified appraisers use local insights years expertise deliver accurate reliable prompt valuations We provide sound advice matter size property complexity project industry focus Our professionals offer full range expertise including counsel financing due diligence risk analysis balance sheet reporting dispute resolutions IPO listings The successful candidate successfully complete assignments connection commercial real estate valuation consulting assignments may include estimation cash flow discounted cash flow models analyses comparable sales cost analyses Responsibilities include Analyzing market data comparable transactions Estimating rent values highest best use Performing lease abstracts Conducting market surveys Requirements years related experience finance analysis research Experience appraisal valuation services industry highly desirable Bachelor Degree accounting economics finance real estate preferred Outstanding academic achievement Advanced Microsoft Office skills Real estate related internship strongly preferred ARGUS experience preferred required Advanced analytical writing skills Self starter independent LI MJ What expect us We succeed together believe best inspire best invest supporting learning together celebrating success Our Total Rewards program reflects commitment helping achieve career ambitions recognizing contributions investing well providing competitive benefits pay We wait see ambitions take JLL Apply today JLL Privacy Notice Jones Lang LaSalle JLL together subsidiaries affiliates leading global provider real estate investment management services We take responsibility protect personal information provided us seriously Generally personal information collect purposes processing connection JLL recruitment process We endeavour keep personal information secure appropriate level security keep long need legitimate business legal reasons We delete safely securely For information JLL processes personal data please view Candidate Privacy Statement For additional details please see career site pages country For employees United States please see fully copy Equal Employment Opportunity Affirmative Action policy Jones Lang LaSalle JLL Equal Opportunity Employer committed working providing reasonable accommodations individuals disabilities If need reasonable accommodation disability part employment process including online application overall selection process may email us AccomodationRequest jll com This email request accommodation Please direct general recruiting inquiries Contact Us page I want work JLL
