job_roles,title,clean_desc
Fundraising Manager,Fundraising and Marketing Manager,The Fundraising Marketing Manager responsible growing revenue integrating fundraising strategies seamlessly programs communications helping staff members view fundraising integral part job order deliver impactful programs The ideal applicant entrepreneur mindset thrives high energy role enjoys wearing multiple hats values contribution integral part WDC missionOffice based Plymouth Massachusetts Whale Dolphin Conservation WDC seeking ocean loving go getter continue strategic growth small mighty office newly created Fundraising Marketing Manager FRMM role Overview The Fundraising Marketing Manager FRMM grow manage annual revenue multiple channels platforms well oversee development delivery management WDC campaigns marketing communications efforts The role based Plymouth MA office A benefits package included along chance see whales dolphins wild We dedicated forming team represents variety backgrounds perspectives skills Diverse candidates encouraged apply inclusive impactful work Role responsibilities The Fundraising Marketing Manager responsible WDC revenue streams optimizing platforms processes sustain program work They create fundraising marketing plan year executed support Philanthropy Officer Office Manager Communication team They use reports data regularly analyze performance stream take action correct course needed The Fundraising Marketing Manager responsible growing revenue integrating fundraising strategies seamlessly programs communications helping staff members view fundraising integral part job order deliver impactful programs The ideal applicant entrepreneur mindset thrives high energy role enjoys wearing multiple hats values contribution integral part WDC mission All staff including FRMM also seek ways grow support efforts improve diversity equity inclusion field marine mammal science conservation This job perfect someone passion ocean marine conservation work hard support growing office toward goal world every whale dolphin safe free Qualifications BS BA equivalent experience years previous experience working fundraising sales marketing preferably NGO Salesforce CRM experience required Strong communication interpersonal organization skills required Experience managing budgets excess M preferred Must able work nights weekends Must able legally work United States About Organization For years Whale Dolphin Conservation WDC working across globe marine conservation field We guided simple principle whales Climate Giants play critical role health marine global ecosystems For decade WDC North American office implemented programs specifically dedicated protection endangered species including North Atlantic right whale Southern Resident orca Visit whales org learn
Marketing Director,Campaign + Editorial Social Marketing Manager,You passionate digital marketing knowledgeable current trends excited testing learning within space years experience social media marketing demonstrated innovation social media campaign development content direction items We offer competitive compensation packages comprehensive health benefits You proud say work Stitch Fix know work brings joy clients every day More job highlightsAbout RoleStitch Fix looking experienced social media marketer join organic social team driving GTM always editorial strategy across Womens Mens Kids lines business The ideal candidate role experience running social media campaigns various scales alongside pushing forward day day month month quarterly editorial plan You right fit responsible extending evolving brand campaigns various social channels understand right KPI showcase impact You know takes execute large small scale programs care deeply attention detail You live breathe content strategy know harness power social target new customers build community support development deployment optimized content line business goals specifically around driving awareness engagement You understand power influencer marketing experience managing content creators leveraging support campaign editorial efforts You passionate digital marketing knowledgeable current trends excited testing learning within space You excited opportunity Partner closely integrated marketing concept execute measure targeted social campaigns align major tentpole moments across Stitch Fix lines business Womens Mens Kids Ensure campaigns tie back business goals product launches promotional periods brand milestones lend brand building community growth Create manage always native social content calendars messaging strategy sponsored content campaigns brands Collaborate gather inputs internal partners across integrated marketing growth marketing PR Product Merchandising etc inform creative briefs internal agency partners Develop lasting effective relationships social platform reps ear ground emerging trends opportunities Set manage approved budget well identify additional funding sources Oversee development campaign KPIs optimization efforts agency accountability deliver key objectives results Build social strategy decks larger campaigns quarterly share outs represent always content workstreams cross functional team visibility Responsible management social media associate overseeing business usual content Oversee development editorial strategy ensuring cohesion across content calendar connecting dots GTM moments influencer marketing BAU content cultural moments community management Oversee development weigh quarterly monthly briefs business usual content ensuring BAU associate developing compelling assets photo graphic video etc social platformsWe excited years experience social media marketing demonstrated innovation social media campaign development content direction An engaging passion social media understanding business impact Worked managing creative agencies support overarching social strategy campaign direction Shown success individual contributor team environment also able perform strategic tactical levels You develop collaborative relationships drive tangible results Managed wide range responsibilities thrive solving challenging problems afraid challenge status quo Managed influencers part social campaign strategy ideally experience sizes talent nano celebrity Experience analytics tools Sprinklr social media advocacy solutions Analytic expertise leveraging data back decision making Robust project management skills including ability multi task prioritize Self awareness willingness feedback levels organizationWhy love working Stitch Fix We group bright kind people motivated challenge You authentic self empowered encourage others We successful fast growing company forefront tech fashion redefining retail next generation We technologically data driven business We committed clients connected vision Transforming way people find love We love solving problems thinking creatively trying new things We believe autonomy taking initiative We challenged developed meaningful impact We take seriously We take seriously We smart experienced leadership team wants right open new ideas We offer competitive compensation packages comprehensive health benefits You proud say work Stitch Fix know work brings joy clients every dayAbout Stitch FixAt Stitch Fix personal styling everybody believe service workplace best authentic self We first fashion retailer combine technology data science human instinct Stylist deliver deeply personalized shopping experience This novel juxtaposition attracts highly diverse group talented people thinkers doers All results simple powerful offering customers successful growing business serving millions men women kids We believe scratching surface opportunity looking incredible people like help us carry trend Please review Stitch Fix Recruiting Privacy Policy
Merchandise Displayer,Merchandise Associate (Santa Rosa ),Must valid insurance meets minimum requirements per state law Ability communicate effectively Ability use understand store plan gram set instructions items That offer comprehensive benefits package supports health family Highly Competitive Medical Dental Vision Coverage items More job highlightsCore Mark Nasdaq CORE www core mark com Core Mark Fortune company continues grow industry leader fresh broadline solutions convenience retail industry Our reputation empowering customers employees communities allowed us build Billion revenue Through distribution centers offer full range products programs solutions customers across U S Canada At Core Mark discover culture enables grow challenges achieve embraces family Show us power come explore opportunities Core Mark THE POWER OF ONE STRENGTHENED BY ALL Position Summary As Merchandise Associate report Merchandise Supervisor Your working customer retail locations responsible maintenance execution Mojo SmartStock Programs Activities include limited tote rack merchandising display rack assembly plan gram execution rotating product overall merchandising services Your professionalism business execution critical contributions driving business forward customers vendors Position Responsibilities Maintaining detailed specific call routine designated ledger customers Communicating daily Merchandise Supervisor gain updated guidance program execution Maintenance execution Mojo SmartStock program racks plan gram ordering merchandising activities Identifying reducing stocks shelves Ensuring products fresh within date code parameters Attending customer needs concerns timely manner Ensuring plan gram marketing best practices compliance stores Identifying display opportunities maximizing display positioning Ensuring products properly displayed priced identified Finding solutions possible customer challenges assistance Performing tasks duties assigned Skills Experiences High School Diploma General Educational Development GED certificate Ability drive customer locations using personal transportation mileage gasoline reimbursement provided Must valid driver license clean driving record reliable vehicle proper valid insurance Must valid insurance meets minimum requirements per state law Ability communicate effectively Ability use understand store plan gram set instructions Ability learn operate hand held inventory control device calculators computer Ability effectively use Microsoft Office programs Excel Outlook Ability perform math calculations Physical Demands Working Conditions Physical ability lift unload carry totes bundles lbs repetitively lbs occasionally push lbs move dolly loaded lbs Physical ability maneuver loaded hand carts variety inclines surfaces Physical ability stand walk frequently able drive significant period time Physical ability occasionally bend kneel crouch crawl Exposure variety environmental conditions weather temperature lighting noise determined circumstances accounts within assigned territory Core Mark Benefits At Core Mark know power comes overall well well family That offer comprehensive benefits package supports health family As part family benefit offerings include Highly Competitive Medical Dental Vision Coverage Health Savings Flexible Spending Accounts Core Benefits Life Disability Employee Assistance Program paid Core Mark Work Life Balance Sick Leave Vacation Time Holidays Financial Wellness k Plan Group Voluntary Benefits Pet Insurance Commuter Benefit Employee Discounts Scholarship Opportunities children employees HAY
Green Marketer,"Server Job Alternative - Bowling Green, KY",No degree required No experience required No advanced technical skills required Not currently enrolled college willing drop items Use tools LinkedIn Google research prospects items Benefits On average students make first year potentially following years More job highlightsReceptionist Job Alternative No Experience Degree Required Remote Paid Training If looking receptionist job enjoy working people getting things done probably good fit much higher paying career technology sales CourseCareers week program trains students online technology sales connects first position tech company Best dont need degree sales experience On average students make first year potentially following years If youre interested career tech sales click apply button go free introduction course learn start career tech sales Qualifications Strong desire start career tech sales No degree required No experience required No advanced technical skills required Not currently enrolled college willing drop Authorized work U S Green Card Holder You live city US Preferred Skills Strong written verbal communication skills Strong interpersonal skills empathy emotional intelligence Previous sales customer facing experience plus required Ability learn online minimal direction Basic computer literacy Responsibilities Use lead generation tools extract contacts craft targeted lists prospects Use tools LinkedIn Google research prospects Find identify different triggers high value prospects Use best practices email phone social media connect new prospects Learn sales terminology organizational structures business motivations Ask smart relevant questions speak knowledgeably decision makers companies Build interest qualify decision makers ultimately schedule meeting Use technology CRM sales acceleration software modern sales pro How get started If seem like type person looking please go free introductory course learn exactly start career tech sales without degree sales experience Click apply button get started
Telemarketer,Telemarketing Representative,DO NOT APPLY IF YOU ONLY HAVE CUSTOMER SERVICE EXPERIENCE OR APPOINTMENT SETTING EXPERIENCE A healthy competitive spirit goal oriented A friendly conversational engaging phone presence The ability work well dynamic fast paced environment Dependable reliable work habits item If positive conversational motivating individual looking opportunity grow career look join us STARTING PAY HOUR TO START PLUS DAILY AND WEEKLY BONUSES PERFORMANCE BONUSES CAN RANGE UP TO WK FOR AGENTS WITH EXPERIENCE Hours Operation Monday thru Friday pm pm EST Sat pm EST EXPERIENCE IN PHONE SALES TELEMARKETING OR FUNDRAISING A MUST We offer Flexible schedules Ability work hours per week Guaranteed base pay plus daily weekly monthly bonuses Family oriented environment items More job highlightsWORK AT HOME Computer Internet USB headset required EXPERIENCE IN PHONE SALES TELEMARKETING OR FUNDRAISING A MUST DO NOT APPLY IF YOU ONLY HAVE CUSTOMER SERVICE EXPERIENCE OR APPOINTMENT SETTING EXPERIENCE PAID TRAINING ONLY APPLY IF YOU LIVE IN FOLLOWING STATES New Jersey Pennsylvania Florida North Carolina Nevada Ohio Michigan Our Company growing looking fill sales positions We paid training competitive pay rates depending experience If positive conversational motivating individual looking opportunity grow career look join us STARTING PAY HOUR TO START PLUS DAILY AND WEEKLY BONUSES PERFORMANCE BONUSES CAN RANGE UP TO WK FOR AGENTS WITH EXPERIENCE Hours Operation Monday thru Friday pm pm EST Sat pm EST EXPERIENCE IN PHONE SALES TELEMARKETING OR FUNDRAISING A MUST We offer Flexible schedules Ability work hours per week Guaranteed base pay plus daily weekly monthly bonuses Family oriented environment One one coaching motivated staff help succeed Opportunities advancement promote within We committed success people We provide personal growth recognition integrity workplace positive work environment Our ideal Call Center Representatives possess A healthy competitive spirit goal oriented A friendly conversational engaging phone presence The ability work well dynamic fast paced environment Dependable reliable work habits Proficient computer data entry skills Computer Internet connection USB Headset Must reside NJ PA NC FL NV OH MI
Procurement Clerk,Procurement Clerk,Working knowledge Microsoft PowerPoint Microsoft Word Outlook Independent worker good organizational skills Analytical reasoning skills Potential interest advancement within business Planning Logistics TeamJob Type Full timePay per hour English Spanish Required MAIN PURPOSES OF THE JOB WILL BE TRAINED Entry new Purchase Orders Buyers revisions needed items Benefits k matching Dental insurance items More job highlightsMISSION Support IMUSA USA Director Planning Logistics Procurement Buyers Management Team clerical tasks general analysis reporting ad hoc duties requested CONTEXT He executes mission dynamic landscape assisting Planning Logistics Team Local ethnic market Cookware Small Appliances supporting unique business modelMAIN PURPOSES OF THE JOB WILL BE TRAINED Entry new Purchase Orders Buyers revisions needed Create Maintain file folders Purchase Order Receive Documents Suppliers Send documents Freight Forwarders Handling Payments Receive Purchase Orders warehousing accounting systems Handle pick ups deliveries warehouse transfers Follow forwarders issues invoices aging File Freight Forwarder document packets respective folders Review Posting external warehouse receiving Daily processing items orders pcs per SKU Select Customer orders Preparation weekly monthly reportsMAIN SKILLS REQUIRED Bi lingual English Spanish Intermediate Excel skills pivot tables vlookup charts linking spreadsheets etc Working knowledge Microsoft PowerPoint Microsoft Word Outlook Independent worker good organizational skills Analytical reasoning skills Potential interest advancement within business Planning Logistics TeamJob Type Full timePay per hourBenefits k k matching Dental insurance Employee discount Health insurance Health savings account Life insurance Paid time Vision insurance Schedule hour shift Monday Friday Overtime COVID considerations Masks worn walking around office Hand sanitizerApplication Question How much experience using excel Education High school equivalent Preferred Language English Spanish Required Work Location One location Work Remotely No
Advertising Director,"Sales Operations and Marketing Manager, Regional Midwest",Strong presentation skills Effective interpersonal skills Strong organizational skills Creative innovative thinker item It work closely Sales Retention Development teams provide strategy resources support increased new revenue growth items Benefits Expeditors offers excellent benefits Paid Vacation Holiday Sick Time items More job highlightsCompany Description We shipping business information business Peter Rose Expeditors Founder As Fortune company Expeditors employs trained professionals worldwide network locations across six continents Expeditors satisfies increasingly sophisticated needs international trade customized solutions seamless integrated information systems Our services include consolidation forwarding air ocean freight customs brokerage vendor consolidation cargo insurance time definite transportation order management warehousing distribution customized logistics solutions Expeditors headquartered Seattle Washington Job Description This position focus driving development growth Midwest Region territories programs departments strategic focus marketing bid management sales enablement operations It work closely Sales Retention Development teams provide strategy resources support increased new revenue growth MARKETING Customer Events responsible planning coordinating executing least customer events per month Midwest Region Targeted Marketing responsible planning coordinating executing least marketing campaign emails per month specific programs Grow Regional Subscribers Horizon Brief Regional Communication Channels Midwest owned accounts subscribed Participate weekly sales meetings monthly pipelines business development conversations DSMs CRDMs region align customer interests market topics marketing functions Maintain ongoing local marketing strategy line CHQ goals New content creation regional distribution Branding expert responsible customizing local marketing requests line CHQ requirements Maintain regular open communication Sales Operations Marketing Bid Management resources region Primary HubSpot user Webinar Enabled Platform license holder BID MANAGEMENT Arrange kick check calls team Communicates tasks responsibilities team Collect prepare documents contributors revises edits Manage timelines communicates missed deadlines Ensure response professional upholds Expeditors branding guidelines Ensure bid owners customizing bid responses based customer requirements Review edit executive summary bid owner Send final response bid owner submission Review customer feedback conduct post mortem bid owner team find areas improvement SALES BUSINESS DEVELOPMENT Work closely Sales Operations Personnel Region Utilize Sales dashboard reporting drive Sales Marketing Tactical Business Plan metrics region Align processes sales program Maintain pulse company sales strategy offerings differentiators Work districts execute business plans Collaborate local Sales Operations resources ensure consistent support districts Promote growth development every program product service Midwest region Promote environment collaborative selling Qualifications EDUCATION EXPERIENCE Bachelors Degree years related experience Strong PC analytic skills Strong presentation skills Effective interpersonal skills Strong organizational skills Creative innovative thinker Ability collaborate effectively colleagues purpose common goal Additional Information Expeditors offers excellent benefits Paid Vacation Holiday Sick Time Health Plan Medical Prescription Drug Dental Vision Life Long Term Disability Insurance k Retirement Savings Plan US Employee Stock Purchase Plan Training Personnel Development Program All information kept confidential according EEO guidelines
Public Relations Manager,Senior Public Relations Manager,You love looking things different angles Charismatic You love building relationships establishing lasting connections customers media Organized You able manage highly interdependent complex projects keep various work streams track items Public Relations Manage relationship target media contacts publications seek new individuals publications expand offering new markets Research Demonstrate skill genuine interest research analysis current industry market trends sustain company narrative Social Media Develop execute social media strategy social media presence across LinkedIn Twitter Instagram items More job highlightsAbout Opportunity Ontra seeking Senior Public Relations Manager join rapidly growing company build world class public relations strategy The Senior Public Relations Manager responsible developing executing public relations plan support company BHAG becoming top global legal solutions provider position leader Contract Automation Intelligence As person successful track record building strong relationships key media targets knowledge legal industry key issues Senior PR Manager identify stories angles resonate target audience prioritize outlets placement profile pieces news stories bylines thought leadership In addition Senior PR Manager plays pivotal role development content supports outbound engagements communications pitches press releases infographics presentations blogs briefing documents social media videos The role report directly Director Corporate Communications location flexible What Strategy Build execute strategic PR calendar including message development pitch announcement strategies Public Relations Manage relationship target media contacts publications seek new individuals publications expand offering new markets Successfully pitch place profile pieces news stories bylines thought leadership Research Demonstrate skill genuine interest research analysis current industry market trends sustain company narrative Social Media Develop execute social media strategy social media presence across LinkedIn Twitter Instagram Editorial Calendar Write edit news releases public statements maintaining high editorial standards Act embedded reporter business identifying developing storylines advance company business objectives Metrics Set quantitative qualitative metrics results evaluate effectiveness PR strategies ensure quality standards Proactively seek compile report feedback recipients internal external Content Creation Help development content supports outbound engagements communications infographics presentations blogs briefing documents social media videos What bring Superb Communicator Top notch written verbal skills outstanding ability communicate messages clearly concisely Experienced conveying complex technical concepts technical non technical audiences ability tailor messages accordingly Proactive You act without told frequently bring new ideas company You love looking things different angles Charismatic You love building relationships establishing lasting connections customers media Organized You able manage highly interdependent complex projects keep various work streams track Experienced Minimum years excellent writing editing copy editing experience corporate communications PR journalism within legal industry You proven track record across variety audience groups channels along broad understanding brand marketing principles strategy techniques Education Bachelor degree Master preferred Communications Public Relations Journalism related field An equivalent working experience also acceptable Ontra focuses Information Technology Cloud Computing Analytics Virtual Workforces Software Their company offices Los Angeles New York City San Francisco Austin Boston They mid size team employees To date Ontra raised M funding latest round closed October You view website find Twitter LinkedIn
Green Marketer,Assoc Product Marketing Manager-Spalding,Excellent verbal written communication skills effective presentation skills Ability build effective relationships key stakeholders interface various levels management item This position also works closely product development analyze current product landscape explore new product concepts maintain current portfolio Responsibilities Duties Marketing Product packaging design graphics store collateral POP catalogs sales tools presentations print ads logos Analyze make strategic decisions based consumer research department findings primary secondary research items More job highlightsDescription Job Summary Spalding division Fruit Loom independent wholly owned subsidiary Berkshire Hathaway Inc leading international basic apparel company immediate opening Associate Product Marketing Manager Systems Accessories corporate headquarters Bowling Green KY The Associate Product Marketing Manager direct product responsibility basketball systems accessories category within Spalding brand Responsibilities including product lifecycle management channel strategy pricing packaging product families product portfolio This role also manages creation marketing collateral sales tools POP material assists developing implementing short long term strategic direction business partnerships contracts events This position also works closely product development analyze current product landscape explore new product concepts maintain current portfolio Responsibilities Duties Marketing Product packaging design graphics store collateral POP catalogs sales tools presentations print ads logos Analyze make strategic decisions based consumer research department findings primary secondary research Adhere brand standards communications channels digital social print Product Product lifecycle management PLM channel strategy competitive market analysis Strategy Create implement short long term strategic direction business categories including external partnerships contractual arrangements events grassroots initiatives Business Support Assist cross functional team business imperatives outside marketing department including limited Product Development Distribution Sourcing Planning Customer Service Sales P L Pricing profitability analysis collaborate review Manager Pricing database maintenance budgeting price lists Relationships Support corporate partnerships relationships help position brand favorably future success including limited NBA NCAA State Adoptions Team Dealers retail accounts National Big Box Specialty Required Experience years Marketing related experience e g sales consumer product research Required Qualifications Bachelor Degree Marketing related field equivalent years related work experience Ability multi task manage multiple projects simultaneously Superior attention detail accuracy Excellent verbal written communication skills effective presentation skills Ability build effective relationships key stakeholders interface various levels management Ability work cross functionally gain insights input strategic marketing plans ensure plans consistent market dynamics
Internet Marketing Manager,"Manager, Digital Marketing",Deep focus data driven marketing obsession hitting KPIs CPA CVR CTR Highly analytical experience Tableau Google Analytics developing reports actionable insights Experience working cross functional teams including direct response brand creative tech product analytics items Performance Marketing Develop manage growth strategies across digital channels increase traffic Inspire website acquisition new members focus direct response channels like Paid Search Affiliate partner shopping sites Campaign Execution Manage day day implementation execution digital marketing campaigns across channels including offer setup asset development tracking setup test learn initiatives optimizations aspects required develop winning campaigns Analysis Reporting Work available tools Google Analytics Tableau effectively analyze campaign performance recommend actionable insights items More job highlightsABOUT US Inspire clean energy technology company mission transform way consumers access clean energy accelerate world transition net zero carbon future We provide customers access renewable energy wind solar hydro powered sources without service interruptions costly installations flat predictable monthly rate For every year customer spends Inspire Clean Energy greater impact climate change years strict recycling Our rapidly growing team mission driven climate enthusiasts passionate innovative committed better future planet POSITION SUMMARY As Manager Digital Marketing unique opportunity work Inspire Clean Energy growth team build performance marketing program deploy acquisition tactics increase traffic website overall member growth You develop world class acquisition campaigns across digital channels focus paid search affiliate shopper sites You also work collaboratively across organization develop optimized paths conversion pricing promotional offers initiatives increase conversions THE MANAGER DIGITAL MARKETING HAS MAIN RESPONSIBILITIES Performance Marketing Develop manage growth strategies across digital channels increase traffic Inspire website acquisition new members focus direct response channels like Paid Search Affiliate partner shopping sites Campaign Execution Manage day day implementation execution digital marketing campaigns across channels including offer setup asset development tracking setup test learn initiatives optimizations aspects required develop winning campaigns Analysis Reporting Work available tools Google Analytics Tableau effectively analyze campaign performance recommend actionable insights Maintain timely reporting effectively communicate results across organization needed Vendor Management Serve primary point contact third party service providers effectively manage digital marketing campaigns Provide clear direction services required hold party accountable meeting expected deliverables Digital Experience Work cross functional teams devise optimal paths conversion minimize bounce drop rates Pricing Promotions Develop offer strategies partnership Pricing team deploy across channels drive growth SOME YEAR DELIVERABLES Develop optimize scale growth tactics efficient CPA deliver monthly acquisition targets Drive expansion affiliate publisher network Establish long term testing roadmap Create promotions calendar partnership Pricing Build weekly monthly reporting dashboards partnership Analytics monitor socialize performance core KPIs SUCCESS METRICS New Orders Activations CPA LTV TOVC CTR CVR EXPERIENCE Must Have years B C digital marketing experience expertise acquisition tactics driving significant YoY customer growth Channel expertise across Affiliate SEM experience working Google adwords Successful end end implementation marketing campaigns hands management execution details Deep focus data driven marketing obsession hitting KPIs CPA CVR CTR Highly analytical experience Tableau Google Analytics developing reports actionable insights Experience working cross functional teams including direct response brand creative tech product analytics Strong command digital marketing technology tools Experience leveraging first party data enhance digital marketing efforts Nice Have Bachelor degree Unique curiosity experience within cleantech related efforts fighting climate change Strong bias action moving quickly get things done Experience hands management paid search affiliate channels Data driven strong desire hit target goals Clear presentation skills ability synthesize information present key stakeholders executives Passion growth testing learning Customer obsessed marketer passionate building unique relevant experiences consumers Inspire focuses Clean Technology Clean Energy Smart Home Their company offices Philadelphia Santa Monica They mid size team employees To date Inspire raised M funding latest round closed February You view website find Twitter Facebook LinkedIn
Door-to-Door Sales Worker,Window and Door Sales,Responsibilities You responsible promoting Window World products customers Sales Windows Doors Filling work orders sold jobs Placing Confirming orders products sell If independent use vehicle responsible taxes etc Benefits If employee company supplied vehicle paid base pay applied towards future commissions This commission based position income based performanceLooking high energy professional individual home sales position Offering independent sales contracted Or employee sales You responsible promoting Window World products customers Sales Windows Doors Measurements Windows Doors training house measuring options avilable Filling work orders sold jobs Placing Confirming orders products sell If independent use vehicle responsible taxes etc If employee company supplied vehicle paid base pay applied towards future commissions This commission based position income based performance
Merchandise Displayer,Merchandiser - Nights,Qualifications years older Pass physical capabilities test applicable Must car personal transportation access multi store locations within assigned shift Valid driver license Proof insurance items Responsibilities Position responsible product merchandising within large volume stores Grocery etc This includes stocking shelves rotating shelved product setting displays stocking rotating products coolers organizing rotating products storage rooms moving products storage sales floor This position interacts personnel store location items Benefits Pay Rate per hour More job highlightsCLICK HERE view Merchandiser Realistic Job Preview Video Pay Rate per hour Position responsible product merchandising within large volume stores Grocery etc This includes stocking shelves rotating shelved product setting displays stocking rotating products coolers organizing rotating products storage rooms moving products storage sales floor This position interacts personnel store location This position labor intensive requiring lifting loading pushing pulling cases weighing pounds per case repeatedly hour work period well bending reaching squatting merchandising moving products PRIMARY ACCOUNTABILITIES Merchandise store shelving coolers displays products assigned accounts Rotate products backroom shelf Transport products backroom shelf locationUse equipment transport products e g U Boats hand trucks pallet jacks etc Display promotional material signs banners accounts Keep back room stock neat orderly condition Communicate store issues store managers Pepsi management Build customer relationships store level Comply operating procedures e g scan scan following designated route etc Service accounts designated times established management Deliver customer service e g communication rapport building attentiveness customer needs etc Ability operate minimal supervision self managed role Use hand held devices write input orders Regular reliable predictable attendance Requirements BASIC QUALIFICATIONS years older Pass physical capabilities test applicable Must car personal transportation access multi store locations within assigned shift Valid driver license Proof insurance HELPFUL EXPERIENCE Working retail business grocery store e g understanding store operations knowing backroom inventory stocking aisles shelves etc Moving products within store e g safely stacking moving products equipment u boat hand truck dolly breakdown etc Merchandising products e g filling shelves building displays making products look attractive rotating products cleaning shelves eliminating stocks date products etc Managing backroom stock room inventory e g organizing pallets stacking storing inventory products etc Serving customers handling customer complaints responding customer requests meeting customer needs Our Company consider employment qualified applicants criminal histories manner consistent requirements Fair Credit Reporting Act applicable laws including limited San Francisco Police Code Sections commonly referred San Francisco Fair Chance Ordinance Chapter XVII Article Los Angeles Municipal Code commonly referred Fair Chance Initiative Hiring Ordinance
Non-Retail Sales Worker,"Retail Sales Associate - Daytime Hours, No Sundays!",Ability communicate effectively customers Ability lift lbs Ability stand hard surface hours frequently push pull squat bend reach continuously climb descend stairs safely Ability work rotating Saturday shift items Benefits Health Insurance Dental Insurance items More job highlightsWho We Looking For Are great listener loves finding solutions help people reach goals Is taking answer vocabulary providing options requested solution reached personal mantra Do love working one one new people help shiny new toys tools equipment Are also looking work life balance evenings holidays Sundays well great pay benefits along numerous career growth opportunities If best work Acme Tools premier retailer tools equipment Retail Sales Associate What You Take Ownership Of A Retail Sales Associate Acme Tools plays pivotal role success business working Greet assist customers potential customers professional courteous manner Identify customer needs provide knowledgeable assistance ensure select correct tool equipment serve needs Close invoice sale help load products needed Keep informed new current products carried Acme Tools Answer customer questions phone providing sales quotes future purchases researching product inventory Help customers purchasing equipment starting procedures breaking periods follow sale Help maintaining clean organized sales floor including product displays work areas fronting pricing stocking sales shelves Participate store events physical inventories sales meetings trade shows special sales Assist maintaining safe secure work environment adhering safety standards reporting suspicious activity Rolling punches comes taking new related challenges Need To Haves Minimum one year previous customer service experience Strong computer skills ability learn new software Ability communicate effectively customers Ability lift lbs Ability stand hard surface hours frequently push pull squat bend reach continuously climb descend stairs safely Ability work rotating Saturday shift Skills And Experience Preferred Knowledge tools equipment About Acme Tools Acme Tools founded continues family owned operation ten locations North Dakota Minnesota Iowa We one premier retailers tools equipment store online serve contractors woodworkers yourselfers wide selection tools equipment major manufacturers In addition competitive compensation benefits offer include Health Insurance Dental Insurance Vision Insurance Life Insurance Short Long Term Disability PTO Paid Holidays k Flex Spending Generous Employee Discounts Employment offers contingent drug screen background check Acme Tools equal opportunity employer We committed creating inclusive environment employees
Cashier,Banner Health USA Careers 2021 | Apply For Food Service Cashier...,Job highlights Identified Google original job post Benefits Salary given candidate selection per hour Not Conform ExpectedBanner Health USA Careers Latest News In Mesa Arizona Banner Health USA Careers Candidates Are Good news job seekers Banner Health USA Department Published A notice different Jobs Vacancy In Mesa Arizona Currently Banner Health USA Food Service Cashier Jobs available Candidate experience apply Banner Health USA Jobs Food Service Cashier Jobs Massachusetts Salary given candidate selection per hour Not Conform Expected
Advertising Promotions Manager,"Senior Manager, Affiliate Marketing (Excludes CO residents)",General understanding digital advertising including ability calculate analyze data based standard digital advertising cost metrics CPM CPC CPA etc Strong analytical skills strong desire ability work large sets numbers data Detail oriented strong organizational skills multi tasking ability items We try hard provide good work life balance In fact offer hours paid time volunteer addition vacation days company holidays More job highlightsAt Zovio something different want part To put simply meet needs today learners Whether helping get college degree providing specific focused training making possible people achieve aspirations dreams We partner higher education institutions employers make happen With mission innovate take bold steps forward education leading education technology services provider entrepreneurially minded organization looking future decade experience resources backing us We culture Passion Innovation Teamwork full ambitious people like support commitment putting people first If want know us sure check Zovio com Job Description Essential Job Duties Oversee aspects student acquisition marketing projects scope risk schedule budget quality communication stakeholders Determining partners utilized based campaign goals time frame market budget ability reach audience desire successful student Managing student acquisition marketing budget optimization cost per application cost per new enrollment Manage develop direct reports Using market research information preferred media consumption understand evaluate advertising opportunities Collecting organizing appropriate vendor contacts evaluating vendor campaign creative developing long term relationships build successful partnerships Develop execute online marketing strategies improve downstream metrics If needed manage direct link banner display PPC campaigns Ability take large data sets create meaningful actionable insights Maintain board partners terminate agreements needed Perform data analysis custom reporting Tableau Google Analytics proprietary lead form system Negotiating pricing purchase inventory primarily Cost Per Inquiry basis Organizing creating documents summarize details traffic driven partner website Processing completing insertion orders confirmation emails contractual documents ensuring records filed properly Additional Job Duties include limited Preparing weekly monthly job summaries finalizing monthly delivery accounting performance reports Providing daily pacing reports contact center leadership Working finance completing accurate data documentation reconciling etc Working lead quality measurement vendors determine lead scoring metrics Minimum Requirements years marketing experience years experience working within Affiliate Marketing space B B CPL media planning experience must Strong knowledge digital environment high technical aptitude learning working within desktop web based applications Windows Microsoft Office DSPs Ad Exchanges General understanding digital advertising including ability calculate analyze data based standard digital advertising cost metrics CPM CPC CPA etc Strong analytical skills strong desire ability work large sets numbers data Detail oriented strong organizational skills multi tasking ability Ability work efficiently effectively tight deadlines working sense urgency pressure remaining calm Very well developed supplier negotiation skills Strong management skills excellent communication written verbal skills Demonstrated ability work fast paced competitive fun environment Experience inquiry management software CRMs Preferred Qualifications Experience digital marketing within higher education industry Education Bachelor degree preferred related field Advertising Marketing Communication Who Integrity buzz word You inspire others learn become You make decisions You settle good strive great You crave change embrace Why Us We organization changing shaping lives learnings across country Whether directly indirectly helping make real difference world Our environment culture encourages collaboration requires communication rewards risk taking We try hard provide good work life balance We think great place work also allows time friends family We believe giving back communities live work In fact offer hours paid time volunteer addition vacation days company holidays We want live healthy lifestyle offer wellness programs fitness centers onsite health clinics Zovio Equal Opportunity Employer Diversity thought culture identity experience important If everyone thought alike never come anything new much less anything bold innovative We want whole self appreciate unique nature people around Zovio purpose help everyone class
